State,Year,Quarter,District,RegisteredUsers,AppOpens
Madhya Pradesh,2024,1,Sheopur District,146405,58379233
Madhya Pradesh,2024,1,Neemuch District,347544,47808739
Madhya Pradesh,2024,1,Raisen District,525370,97158456
Madhya Pradesh,2024,1,Mandsaur District,548440,48040987
Madhya Pradesh,2024,1,Barwani District,265627,150722040
Madhya Pradesh,2024,1,Katni District,375380,64828333
Madhya Pradesh,2024,1,Dindori District,129907,79671408
Madhya Pradesh,2024,1,Shivpuri District,440062,157889740
Madhya Pradesh,2024,1,Gwalior District,1307564,59380821
Madhya Pradesh,2024,1,Anuppur District,216384,33163859
Madhya Pradesh,2024,1,Agar Malwa District,184770,52445392
Madhya Pradesh,2024,1,Ashoknagar District,214897,76001198
Madhya Pradesh,2024,1,Sagar District,824727,131388747
Madhya Pradesh,2024,1,Niwari District,95153,37558664
Madhya Pradesh,2024,1,Rewa District,764984,53015936
Madhya Pradesh,2024,1,Shajapur District,369603,34768274
Madhya Pradesh,2024,1,Ujjain District,978177,70346062
Madhya Pradesh,2024,1,Bhind District,476833,52685060
Madhya Pradesh,2024,1,Tikamgarh District,243252,60338656
Madhya Pradesh,2024,1,Seoni District,390981,114203764
Madhya Pradesh,2024,1,Harda District,191120,46137280
Madhya Pradesh,2024,1,Burhanpur District,220692,156445334
Madhya Pradesh,2024,1,Damoh District,289793,73239512
Madhya Pradesh,2024,1,Bhopal District,2436143,43463088
Madhya Pradesh,2024,1,Jhabua District,192970,115447192
Madhya Pradesh,2024,1,Dhar District,802038,200679543
Madhya Pradesh,2024,1,Guna District,502899,98632415
Madhya Pradesh,2024,1,East Nimar District,385461,127020489
Madhya Pradesh,2024,1,Chhindwara District,756689,144355015
Madhya Pradesh,2024,1,Umaria District,149790,53998150
Madhya Pradesh,2024,1,Mandla District,241085,90680424
Madhya Pradesh,2024,1,Indore District,3217251,53406722
Madhya Pradesh,2024,1,Shahdol District,315322,70910640
Madhya Pradesh,2024,1,Ratlam District,598584,82497291
Madhya Pradesh,2024,1,Panna District,196347,83585170
Madhya Pradesh,2024,1,Chhatarpur District,498497,102943669
Madhya Pradesh,2023,1,Morena District,479647,37631269
Madhya Pradesh,2023,1,Alirajpur District,75360,23434331
Madhya Pradesh,2023,1,Sehore District,526495,65379842
Madhya Pradesh,2023,1,Rajgarh District,454742,87778262
Madhya Pradesh,2023,1,Khargone District,460046,77096706
Madhya Pradesh,2023,1,Satna District,596769,52881467
Madhya Pradesh,2023,1,Narsinghpur District,343846,34114219
Madhya Pradesh,2023,1,Jabalpur District,1025803,39083376
Madhya Pradesh,2023,1,Hoshangabad District,447376,39928185
Madhya Pradesh,2023,1,Vidisha District,449990,68496548
Madhya Pradesh,2023,1,Balaghat District,452700,58300660
Madhya Pradesh,2023,1,Singrauli District,362658,65603700
Madhya Pradesh,2023,1,Betul District,459626,69729003
Madhya Pradesh,2023,1,Sidhi District,226795,41401608
Madhya Pradesh,2023,1,Datia District,173988,21850490
Madhya Pradesh,2023,1,Dewas District,579697,75964676
Madhya Pradesh,2023,1,Sheopur District,122856,29666430
Madhya Pradesh,2023,1,Neemuch District,294613,34986206
Madhya Pradesh,2023,1,Raisen District,443050,71097545
Madhya Pradesh,2023,1,Mandsaur District,463718,59763542
Madhya Pradesh,2023,1,Barwani District,224144,67968547
Madhya Pradesh,2023,1,Katni District,317477,31459722
Madhya Pradesh,2023,1,Dindori District,108680,38322192
Madhya Pradesh,2023,1,Shivpuri District,368571,77723539
Madhya Pradesh,2023,1,Gwalior District,1123707,34624349
Madhya Pradesh,2023,1,Anuppur District,183119,25516447
Madhya Pradesh,2023,1,Agar Malwa District,154686,31911322
Madhya Pradesh,2023,1,Ashoknagar District,180467,37121086
Madhya Pradesh,2023,1,Sagar District,699722,72760363
Madhya Pradesh,2023,1,Niwari District,79831,9762781
Madhya Pradesh,2023,1,Rewa District,651354,47280365
Madhya Pradesh,2023,1,Shajapur District,311369,42769385
Madhya Pradesh,2023,1,Ujjain District,832451,68659362
Madhya Pradesh,2023,1,Bhind District,401533,34108201
Madhya Pradesh,2023,1,Tikamgarh District,203615,34104680
Madhya Pradesh,2023,1,Seoni District,329353,72346958
Madhya Pradesh,2023,1,Harda District,161225,25064139
Madhya Pradesh,2023,1,Burhanpur District,187246,28593494
Madhya Pradesh,2023,1,Damoh District,244449,47365687
Madhya Pradesh,2023,1,Bhopal District,2101098,36857306
Madhya Pradesh,2023,1,Jhabua District,162127,40991184
Madhya Pradesh,2023,1,Dhar District,679569,96755650
Madhya Pradesh,2023,1,Guna District,423812,59399911
Madhya Pradesh,2023,1,East Nimar District,325222,64812841
Madhya Pradesh,2023,1,Chhindwara District,642022,85439101
Madhya Pradesh,2023,1,Umaria District,125957,29184137
Madhya Pradesh,2023,1,Mandla District,202648,40564672
Madhya Pradesh,2023,1,Indore District,2780295,57741292
Madhya Pradesh,2023,1,Shahdol District,267723,44837756
Madhya Pradesh,2023,1,Ratlam District,507397,49315913
Madhya Pradesh,2023,1,Panna District,163536,41423381
Madhya Pradesh,2023,1,Chhatarpur District,418638,59282579
Madhya Pradesh,2019,1,Morena District,113900,0
Madhya Pradesh,2019,1,Alirajpur District,13122,0
Madhya Pradesh,2019,1,Sehore District,149925,0
Madhya Pradesh,2019,1,Rajgarh District,106743,0
Madhya Pradesh,2019,1,Khargone District,109408,0
Madhya Pradesh,2019,1,Satna District,160954,0
Madhya Pradesh,2019,1,Narsinghpur District,95833,0
Madhya Pradesh,2019,1,Jabalpur District,295042,0
Madhya Pradesh,2019,1,Hoshangabad District,123858,0
Madhya Pradesh,2019,1,Vidisha District,112602,0
Madhya Pradesh,2019,1,Balaghat District,108073,0
Madhya Pradesh,2019,1,Singrauli District,107427,0
Madhya Pradesh,2019,1,Betul District,122961,0
Madhya Pradesh,2019,1,Sidhi District,55922,0
Madhya Pradesh,2019,1,Datia District,46221,0
Madhya Pradesh,2019,1,Dewas District,155786,0
Madhya Pradesh,2019,1,Sheopur District,27456,0
Madhya Pradesh,2019,1,Neemuch District,72918,0
Madhya Pradesh,2019,1,Raisen District,117214,0
Madhya Pradesh,2019,1,Mandsaur District,112086,0
Madhya Pradesh,2019,1,Barwani District,46138,0
Madhya Pradesh,2019,1,Katni District,79580,0
Madhya Pradesh,2019,1,Dindori District,22197,0
Madhya Pradesh,2019,1,Shivpuri District,73259,0
Madhya Pradesh,2019,1,Gwalior District,331504,0
Madhya Pradesh,2019,1,Anuppur District,49988,0
Madhya Pradesh,2019,1,Agar Malwa District,33425,0
Madhya Pradesh,2019,1,Ashoknagar District,44386,0
Madhya Pradesh,2019,1,Sagar District,194467,0
Madhya Pradesh,2019,1,Niwari District,19076,0
Madhya Pradesh,2019,1,Rewa District,188803,0
Madhya Pradesh,2019,1,Shajapur District,76924,0
Madhya Pradesh,2019,1,Ujjain District,214818,0
Madhya Pradesh,2019,1,Bhind District,94313,0
Madhya Pradesh,2019,1,Tikamgarh District,44716,0
Madhya Pradesh,2019,1,Seoni District,82398,0
Madhya Pradesh,2019,1,Harda District,43995,0
Madhya Pradesh,2019,1,Burhanpur District,42152,0
Madhya Pradesh,2019,1,Damoh District,62435,0
Madhya Pradesh,2019,1,Bhopal District,670417,0
Madhya Pradesh,2019,1,Jhabua District,29064,0
Madhya Pradesh,2019,1,Dhar District,166663,0
Madhya Pradesh,2019,1,Guna District,98816,0
Madhya Pradesh,2019,1,East Nimar District,75806,0
Madhya Pradesh,2019,1,Chhindwara District,168633,0
Madhya Pradesh,2019,1,Umaria District,31962,0
Madhya Pradesh,2019,1,Mandla District,44325,0
Madhya Pradesh,2019,1,Indore District,844465,0
Madhya Pradesh,2019,1,Shahdol District,71433,0
Madhya Pradesh,2019,1,Ratlam District,127023,0
Madhya Pradesh,2019,1,Panna District,38426,0
Madhya Pradesh,2019,1,Chhatarpur District,95345,0
Madhya Pradesh,2021,1,Morena District,289939,7286647
Madhya Pradesh,2021,1,Alirajpur District,44762,957474
Madhya Pradesh,2021,1,Sehore District,323704,13261091
Madhya Pradesh,2021,1,Rajgarh District,270842,10221796
Madhya Pradesh,2021,1,Khargone District,281236,9020662
Madhya Pradesh,2021,1,Satna District,368299,10016376
Madhya Pradesh,2021,1,Narsinghpur District,214249,6119619
Madhya Pradesh,2021,1,Jabalpur District,650087,17013715
Madhya Pradesh,2021,1,Hoshangabad District,277931,7999438
Madhya Pradesh,2021,1,Vidisha District,274866,8148091
Madhya Pradesh,2021,1,Balaghat District,278215,8823124
Madhya Pradesh,2021,1,Singrauli District,221433,8797507
Madhya Pradesh,2021,1,Betul District,285621,8986356
Madhya Pradesh,2021,1,Sidhi District,137421,4335454
Madhya Pradesh,2021,1,Datia District,106332,2671664
Madhya Pradesh,2021,1,Dewas District,358124,13374910
Madhya Pradesh,2021,1,Sheopur District,73775,1910721
Madhya Pradesh,2021,1,Neemuch District,178235,4924752
Madhya Pradesh,2021,1,Raisen District,272622,9391937
Madhya Pradesh,2021,1,Mandsaur District,279783,7749487
Madhya Pradesh,2021,1,Barwani District,136583,4178618
Madhya Pradesh,2021,1,Katni District,195985,5374853
Madhya Pradesh,2021,1,Dindori District,65047,1911876
Madhya Pradesh,2021,1,Shivpuri District,219381,6639272
Madhya Pradesh,2021,1,Gwalior District,703232,21185809
Madhya Pradesh,2021,1,Anuppur District,112519,3789922
Madhya Pradesh,2021,1,Agar Malwa District,91340,3101167
Madhya Pradesh,2021,1,Ashoknagar District,109372,3072156
Madhya Pradesh,2021,1,Sagar District,432938,11962030
Madhya Pradesh,2021,1,Niwari District,47790,1193738
Madhya Pradesh,2021,1,Rewa District,403013,11566676
Madhya Pradesh,2021,1,Shajapur District,188759,6634450
Madhya Pradesh,2021,1,Ujjain District,513868,16282572
Madhya Pradesh,2021,1,Bhind District,242318,5815370
Madhya Pradesh,2021,1,Tikamgarh District,120720,3198089
Madhya Pradesh,2021,1,Seoni District,202103,6250770
Madhya Pradesh,2021,1,Harda District,100149,2843519
Madhya Pradesh,2021,1,Burhanpur District,114766,3206426
Madhya Pradesh,2021,1,Damoh District,150665,3641799
Madhya Pradesh,2021,1,Bhopal District,1340741,58411069
Madhya Pradesh,2021,1,Jhabua District,96483,2562361
Madhya Pradesh,2021,1,Dhar District,415117,14747039
Madhya Pradesh,2021,1,Guna District,255002,7638668
Madhya Pradesh,2021,1,East Nimar District,196341,6130447
Madhya Pradesh,2021,1,Chhindwara District,399276,12492218
Madhya Pradesh,2021,1,Umaria District,76879,2468522
Madhya Pradesh,2021,1,Mandla District,123283,3279877
Madhya Pradesh,2021,1,Indore District,1769869,68567452
Madhya Pradesh,2021,1,Shahdol District,165899,5794627
Madhya Pradesh,2021,1,Ratlam District,309912,9084625
Madhya Pradesh,2021,1,Panna District,99260,2725252
Madhya Pradesh,2021,1,Chhatarpur District,253341,5738186
Madhya Pradesh,2020,1,Morena District,187857,3837024
Madhya Pradesh,2020,1,Alirajpur District,24827,436047
Madhya Pradesh,2020,1,Sehore District,228553,8068977
Madhya Pradesh,2020,1,Rajgarh District,174122,5166263
Madhya Pradesh,2020,1,Khargone District,180658,4246643
Madhya Pradesh,2020,1,Satna District,253988,5239450
Madhya Pradesh,2020,1,Narsinghpur District,148190,3256953
Madhya Pradesh,2020,1,Jabalpur District,462069,9450502
Madhya Pradesh,2020,1,Hoshangabad District,190416,4178981
Madhya Pradesh,2020,1,Vidisha District,184757,4522867
Madhya Pradesh,2020,1,Balaghat District,179810,4368141
Madhya Pradesh,2020,1,Singrauli District,156321,4752706
Madhya Pradesh,2020,1,Betul District,193348,4664926
Madhya Pradesh,2020,1,Sidhi District,90719,2159571
Madhya Pradesh,2020,1,Datia District,71709,1402036
Madhya Pradesh,2020,1,Dewas District,245317,6992853
Madhya Pradesh,2020,1,Sheopur District,46567,1000018
Madhya Pradesh,2020,1,Neemuch District,118143,2645531
Madhya Pradesh,2020,1,Raisen District,184402,4931736
Madhya Pradesh,2020,1,Mandsaur District,183327,4066701
Madhya Pradesh,2020,1,Barwani District,82596,1660658
Madhya Pradesh,2020,1,Katni District,131655,2671976
Madhya Pradesh,2020,1,Dindori District,39433,980434
Madhya Pradesh,2020,1,Shivpuri District,134692,2740289
Madhya Pradesh,2020,1,Gwalior District,506221,11772607
Madhya Pradesh,2020,1,Anuppur District,76969,1939706
Madhya Pradesh,2020,1,Agar Malwa District,56419,1516404
Madhya Pradesh,2020,1,Ashoknagar District,69791,1489358
Madhya Pradesh,2020,1,Sagar District,299753,6458291
Madhya Pradesh,2020,1,Niwari District,31223,642589
Madhya Pradesh,2020,1,Rewa District,285832,6038116
Madhya Pradesh,2020,1,Shajapur District,124615,3445139
Madhya Pradesh,2020,1,Ujjain District,349476,8577572
Madhya Pradesh,2020,1,Bhind District,159089,3111987
Madhya Pradesh,2020,1,Tikamgarh District,75937,1623458
Madhya Pradesh,2020,1,Seoni District,133334,3134906
Madhya Pradesh,2020,1,Harda District,67392,1421699
Madhya Pradesh,2020,1,Burhanpur District,70827,1358449
Madhya Pradesh,2020,1,Damoh District,98583,1892344
Madhya Pradesh,2020,1,Bhopal District,1003288,38048310
Madhya Pradesh,2020,1,Jhabua District,52803,1026941
Madhya Pradesh,2020,1,Dhar District,270891,6924843
Madhya Pradesh,2020,1,Guna District,169946,3705575
Madhya Pradesh,2020,1,East Nimar District,125273,2916328
Madhya Pradesh,2020,1,Chhindwara District,268008,6375827
Madhya Pradesh,2020,1,Umaria District,51076,1230506
Madhya Pradesh,2020,1,Mandla District,77954,1599740
Madhya Pradesh,2020,1,Indore District,1287857,40721955
Madhya Pradesh,2020,1,Shahdol District,112022,2748773
Madhya Pradesh,2020,1,Ratlam District,204718,4810168
Madhya Pradesh,2020,1,Panna District,64176,1403113
Madhya Pradesh,2020,1,Chhatarpur District,164422,3076493
Madhya Pradesh,2018,1,Morena District,42153,0
Madhya Pradesh,2018,1,Alirajpur District,3746,0
Madhya Pradesh,2018,1,Sehore District,61158,0
Madhya Pradesh,2018,1,Rajgarh District,39336,0
Madhya Pradesh,2018,1,Khargone District,40995,0
Madhya Pradesh,2018,1,Satna District,59252,0
Madhya Pradesh,2018,1,Narsinghpur District,38027,0
Madhya Pradesh,2018,1,Jabalpur District,115953,0
Madhya Pradesh,2018,1,Hoshangabad District,50658,0
Madhya Pradesh,2018,1,Vidisha District,43378,0
Madhya Pradesh,2018,1,Balaghat District,38064,0
Madhya Pradesh,2018,1,Singrauli District,45254,0
Madhya Pradesh,2018,1,Betul District,49045,0
Madhya Pradesh,2018,1,Sidhi District,20030,0
Madhya Pradesh,2018,1,Datia District,16322,0
Madhya Pradesh,2018,1,Dewas District,62902,0
Madhya Pradesh,2018,1,Sheopur District,9808,0
Madhya Pradesh,2018,1,Neemuch District,27995,0
Madhya Pradesh,2018,1,Raisen District,47344,0
Madhya Pradesh,2018,1,Mandsaur District,42041,0
Madhya Pradesh,2018,1,Barwani District,15811,0
Madhya Pradesh,2018,1,Katni District,28098,0
Madhya Pradesh,2018,1,Dindori District,6114,0
Madhya Pradesh,2018,1,Shivpuri District,25449,0
Madhya Pradesh,2018,1,Gwalior District,142453,0
Madhya Pradesh,2018,1,Anuppur District,18656,0
Madhya Pradesh,2018,1,Agar Malwa District,12058,0
Madhya Pradesh,2018,1,Ashoknagar District,16495,0
Madhya Pradesh,2018,1,Sagar District,72857,0
Madhya Pradesh,2018,1,Niwari District,6771,0
Madhya Pradesh,2018,1,Rewa District,73336,0
Madhya Pradesh,2018,1,Shajapur District,29995,0
Madhya Pradesh,2018,1,Ujjain District,84441,0
Madhya Pradesh,2018,1,Bhind District,34085,0
Madhya Pradesh,2018,1,Tikamgarh District,15917,0
Madhya Pradesh,2018,1,Seoni District,29095,0
Madhya Pradesh,2018,1,Harda District,18120,0
Madhya Pradesh,2018,1,Burhanpur District,16077,0
Madhya Pradesh,2018,1,Damoh District,24961,0
Madhya Pradesh,2018,1,Bhopal District,307312,0
Madhya Pradesh,2018,1,Jhabua District,9632,0
Madhya Pradesh,2018,1,Dhar District,63440,0
Madhya Pradesh,2018,1,Guna District,36829,0
Madhya Pradesh,2018,1,East Nimar District,29308,0
Madhya Pradesh,2018,1,Chhindwara District,65005,0
Madhya Pradesh,2018,1,Umaria District,11572,0
Madhya Pradesh,2018,1,Mandla District,13593,0
Madhya Pradesh,2018,1,Indore District,366977,0
Madhya Pradesh,2018,1,Shahdol District,26509,0
Madhya Pradesh,2018,1,Ratlam District,49298,0
Madhya Pradesh,2018,1,Panna District,13874,0
Madhya Pradesh,2018,1,Chhatarpur District,36004,0
Rajasthan,2022,1,Pali District,553792,69349732
Rajasthan,2022,1,Ganganagar District,547992,375275391
Rajasthan,2022,1,Churu District,565326,60875548
Rajasthan,2022,1,Jaipur District,5133527,100209038
Rajasthan,2022,1,Baran District,274308,31164272
Rajasthan,2022,1,Bhilwara District,871188,88473755
Rajasthan,2022,1,Banswara District,189997,25933196
Rajasthan,2022,1,Dungarpur District,171907,19525390
Rajasthan,2022,1,Tonk District,429840,49977776
Rajasthan,2022,1,Jodhpur District,1370206,183816156
Rajasthan,2022,1,Karauli District,330492,24699924
Rajasthan,2022,1,Udaipur District,816476,66660064
Rajasthan,2022,1,Dausa District,578443,20187376
Rajasthan,2022,1,Nagaur District,901819,133495392
Rajasthan,2022,1,Bharatpur District,713425,20913302
Rajasthan,2022,1,Barmer District,642913,231774454
Rajasthan,2022,1,Ajmer District,947827,74534651
Rajasthan,2022,1,Chittorgarh District,465868,47033572
Rajasthan,2022,1,Hanumangarh District,393659,223563976
Rajasthan,2022,1,Pratapgarh District,125125,26261142
Rajasthan,2022,1,Sawai Madhopur District,412482,28303144
Rajasthan,2022,1,Jalore District,392559,54718054
Rajasthan,2022,1,Bikaner District,737226,183107441
Rajasthan,2022,1,Sikar District,1017503,53601274
Rajasthan,2022,1,Dholpur District,211933,14633724
Rajasthan,2022,1,Sirohi District,260674,23786718
Rajasthan,2022,1,Rajsamand District,284734,32199404
Rajasthan,2022,1,Jaisalmer District,231261,120379969
Rajasthan,2022,1,Bundi District,289557,31495159
Rajasthan,2022,1,Jhalawar District,330563,40658233
Rajasthan,2022,1,Alwar District,1570711,50622585
Rajasthan,2022,1,Kota District,882916,30096178
Rajasthan,2022,1,Jhunjhunu District,752608,33280479
Rajasthan,2024,1,Pali District,789720,97952287
Rajasthan,2024,1,Ganganagar District,779442,542552641
Rajasthan,2024,1,Churu District,817478,122388035
Rajasthan,2024,1,Jaipur District,7253881,91786337
Rajasthan,2024,1,Baran District,401079,63987686
Rajasthan,2024,1,Bhilwara District,1256777,93869802
Rajasthan,2024,1,Banswara District,273274,126820857
Rajasthan,2024,1,Dungarpur District,247078,76820225
Rajasthan,2024,1,Tonk District,625020,55635027
Rajasthan,2024,1,Jodhpur District,1933181,359010322
Rajasthan,2024,1,Karauli District,482948,114594404
Rajasthan,2024,1,Udaipur District,1161696,180844031
Rajasthan,2024,1,Dausa District,840526,27528423
Rajasthan,2024,1,Nagaur District,1290786,181616353
Rajasthan,2024,1,Bharatpur District,1044485,170246534
Rajasthan,2024,1,Barmer District,924996,419469361
Rajasthan,2024,1,Ajmer District,1334929,89752939
Rajasthan,2024,1,Chittorgarh District,674975,87187679
Rajasthan,2024,1,Hanumangarh District,564616,396576065
Rajasthan,2024,1,Pratapgarh District,184649,65381524
Rajasthan,2024,1,Sawai Madhopur District,601854,39305435
Rajasthan,2024,1,Jalore District,561499,130268653
